month,predicted_revenue
13,4.379115526478076
14,4.681207192083555
15,4.983298857689034
16,5.285390523294515
17,5.587482188899994
18,5.889573854505473
19,6.191665520110954
20,6.493757185716433
21,6.795848851321912
22,7.097940516927393
23,7.400032182532872
24,7.702123848138351
